# url=https://m.place.naver.com/restaurant/2016309840/review/visitor, place_name=고가담 위례본점
25.11.18.화,25.11.18.화,1,럭키꼬알,직원분이 친절하시고 고기 넘맛있어요!! 소스도 다양하고 맛있어서 재방문 의사있습니다,691c567edb6005b08a57a106,2cD5OD,
25.10.31.금,25.10.31.금,3,칸스7,고기가  맛있네요.그래서   올때마다  사람들로 북적이네요.쌈채소와 소스가 다양합니다.사장님직원분들 모두  친절하시고 빠릿하십니다^^,690495fc67a2ee282f2593f2,143tv,
25.11.7.금,25.11.7.금,2,dod****,"지난 추석때 먹고 계속 생각나 오늘왔는데
역시 신선하고 맛있어요 ㅎㅎ",690d78cef58c0360c7d050df,3EiNj,
25.11.28.금,25.11.28.금,1,eun****,"너어어무 맛있어요^^ 서비스도 최고입니다!!!
위례 맛집 인정!!",6929774f3eb871b41ce4566a,3M2D6,
25.9.30.화,25.9.29.월,1,마이리틀포니,"오늘 부모님 결혼기념일이라 특별한 곳에서 저녁먹으려고 했는데, 여기 잘온것 같아요!! 고기도 직접구워주신다고 하시고 쌈도 종류별로 질 좋은 것 가져다주시네요. 보리쌈장도 신기하고 고기 완전 맛있습니다!☆ 부모님 두분도 모두 만족~ 특별한날을 더욱 특별하게 만들어주셔서 감사해요~ 또 올게요",68dbd83062ad122d13a80227,8B1DU,
25.9.16.화,25.9.7.일,1,dai****,"직원분들이 밝게 맞아주셔서 시작부터 기분이 좋았는데, 고기 맛까지…😳
첫 입 먹고 바로 ‘와..’ 소리 나왔네요
여태 먹어본 고기 중 Top이라 해도 될 정도예요!!!
아직은 오픈 초기라 평일엔 웨이팅 없이 들어갈 수 있었는데, 주말엔 이미 웨이팅이 있더라구요 한적하게 즐기고 싶으시면 평일 저녁에 가시는 걸 추천합니다👍
아 그리고, 매장 내부나 화장실에 손님들을 배려한 물품들 너무 좋아요!!💓💓 세심한 센스에 또 한 번 감동먹고 갑니당
 번창하셔서 2호점, 3호점도 꼭 내주세요!!",68c91d88c2dac121804976b0,2bHrRM,
25.10.13.월,25.10.13.월,1,smlove321081,동네에 새로생긴 고기집이라서 와봤어요 맛도좋고 사이드 음식들도 훌륭해요~~ 재방문하겠습니다!!,68ec7d669cec17eed8a7debb,23er4,
25.12.17.수,25.12.17.수,1,loo****,맛있다고 소문나서 남위례까지 와봤는데 진짜 맛있습니다 고기 두껍고 부드럽고 반찬 찌개 다 맛잇어요잘 먹었습니다👍,69429c9424a67a45df2a20f3,64iEp,
1.2.금,1.2.금,1,사비14,숙성고기집이 별로 없어서 와봤는데 맛있어요~특히 목살 육향 좋고 쫀득해요~다 구워주는 집이고 직원분들 모두 엄청 친절합니다,69579a99e198c28445f12534,2JfJK,
1.2.금,1.2.금,1,whd****,직원분들이 친절하고 고기도 맛있어요~,69579b45deae56bf06b371ee,1pGFi,
25.9.9.화,25.9.9.화,2,es322745,"삼겹살.항정살  여전히 맛있네요.전엔  먹느라 못 봤던 서비스존이 있네요.
고기 먹은후 마실꺼리랑 페브리즈.치실.가글까지 준비 된것을 보니 사장님 센스 짱입니다.",68c00044a57711ffff5b8995,1On3w,
25.12.9.화,25.12.9.화,1,swj****,"고기가 너무 맛있고 직접 구워주셔서 너무 편했어요!!!
다음에 또 방문할 거 같아요!!!",69380107849fae515edaebd9,b906i,
25.8.19.화,25.8.19.화,1,ehd****,"위례에 새로 개업한 고기집이 있어, 직장 동료분들과 회식겸 방문 했어요!
서일로 부근 회식 매니아로써,, 갔던 고깃집 중 여기가 3순위 안에 듭니다,,(사장님과 직원분들이 너무 친절하셨어요..)
동료들도 모두 만족하네요
반찬 차림도 너무 정갈하고, 다양하게도 나오는데 제일 좋았던 건 쌈인거 같아요*_*
아! 그리고 가시면 찌개는 꼭 드셔보세요.. 미쳤습니다
회식한다면 재방문 의사 1000%입니다!
(고기는 구워주시던데 그래서 좋은 것도 있어요 ㅎㅎ;)",68a4700dad5f81578fd11c9b,5zXIS,
25.10.19.일,25.10.18.토,1,bbuddung,"https://m.blog.naver.com/jinlihyeri/224045720806

쌈도 6종이나 나오고 무엇보다 삼겹살 목살 진짜 맛있어요!!! 목살이 퍽퍽하지도않고 사르르 녹아버림🖤",68f41edb6cdaf5ef98937dfc,dfmIx,
25.11.22.토,25.11.21.금,1,추교진42,고기가 맛있어요! 신선해요. 음.. 단골이 될것같아요!! ㅋㅋ,6920ca37a4e1da353213c7db,6wlmj,
25.12.4.목,25.12.4.목,1,sje****,"회사근처에 새로 생겨서 점심으로만 먹다가 회식은소 와봤는데, 고기질이 좋네요!! 맛있어요",6931624b919e22a17f5669df,lHtu,
25.11.7.금,25.11.7.금,2,spe****,"맛이좋아요 !!

재방문입니다 ㅎㅎ",690d79be5ee46e4dd0b3886c,9VPRC,
25.10.8.수,25.10.8.수,1,dan****,집 근처에 이렇게 맛있는 고깃집이 생겨서 너무 좋네요😁 직원분들도 친절하시고 세심한 부분들까지 고민한 게 보이는 곳이네요. 음식 하나하나에 정성이 담겨 있네요ㅎㅎ 잘 먹고 갑니다 😋😋😋,68e61e0641dc0d27e615136c,1JJbU,
25.10.4.토,25.9.26.금,2,kgy6526,오픈 이벤트로 방문하고 너무 깔끔하고 맛있어서 예약 후 재방문 했습니다! 오늘도 너무 친절하게 잘 구워주셔서 만족하고 갑니다:),68e1167d19031e16f98268e1,48noi,
25.9.10.수,25.9.10.수,1,grey74,오픈한지  얼마 안되서 왔는데 너무 맛있어서 재방문했는데 역시 그대로 맛있네요.!!! 진짜 친절하시고 프리젠테이션 좋고 깨끗하고 맛있고.! 너무 강추.!!!!,68c134e41ba9fd19eed163bf,5VwxD,
25.10.19.일,25.10.19.일,1,hyzzzz,"고기 장난아니네여 👍🏻 넘 맛있게 잘 먹었습니다 ~!~ 
고기도 직접 구워주시구 친절하셔서 기분좋은 식사하고 가용 !!",68f4bac32a86efed928972ef,5HZfa,
25.12.12.금,25.12.11.목,2,랩소디46,"자주 오는 곳인데 너무 맛있어요!!! 
항상 만족합니다!",693be925be2b9f57bfae4273,407QS,
25.11.22.토,25.11.22.토,1,조양래20,신선한 야채와 고기가 정말맛있어요!,692192d9e3c33bf20821a2e1,1FqV6,
25.10.19.일,25.10.18.토,1,lyh****,"고기도 맛있고 반찬도 맛있었습니다!
사장님도 친절하셔서 기분좋게 저녁식사 맛있게 하고갑니다 ㅎㅎ 
잘먹었습니다~",68f4b9601f076296ef39a8bb,1hdoX,
25.8.26.화,25.8.26.화,1,신미98,"애들 둘 데리고와도 부담없고..
맥주 무슨일이에요 ㅋ 8월말까지 올꺼구요~
고기도 맛있고 반찬도 정간, 깔끔해요
번창하세요~^^",68ad9f748f947c4be6c309dc,2xl00,
25.11.11.화,25.11.11.화,1,우당탕탕주홍,"고기도 너무 맛있는데 미나리 구운것도 조합이..👍🏻
계란찜도 진짜맛있어요 정신없이 먹음 진짜",6913059ecd5e98403f146c6a,1I6If,
25.8.27.수,25.8.27.수,1,머어때용,"쌈채소도 다양하고 신선해요! 고기도 맛있습니다
꾸워주셔서 더 좋아요~ 직원분들도 친절합니다
소스 중에 보리된장 안짜고 맛있어요👍🏻",68aed7cccb5d8f49c1e6d9be,2fLQN,
25.12.24.수,25.12.24.수,1,dls****,"세트메뉴 구성도 좋고
맛있네욤 ㅎㅎ",694bde2ab0ae3d1cc96a5ecd,4KApd,
25.10.31.금,25.10.31.금,3,es322745,오겹살.항정살 맛있어요.친절하신 사장님이 맛있게 구워주셔요.,69049548721b4ebf49e6cb88,1On3w,
25.10.17.금,25.10.17.금,1,letter2787,오겹살 겉바속촉 목살 육즙 가득해서 고기 너무 맛있어요 ㅎㅎ 구워주셔서 편해요! 쌈야채가 다양해서 인상적이에요 쌈밥집처럼 보리쌈장도 맛있어요~~ 반찬이 다양해서 다채로워요 김치찌개 꼭드셔보세요 건더기가 너무 많아서 국물이 없어보일 정도에요 위례 맛집 인증이여,68f23bcb74e24770902b3f71,1Dv1v,
25.9.18.목,25.9.18.목,1,song71,"고기 질이 아주좋습니다! 찬구성도 너무좋구요 사이드도 맛있는게 엄청많아서 자주올거같아요 !!
게다가 미나리까지 나와서 최고입니다!!",68cbe6cec1d641fb45c8a936,3jH58,
25.11.5.수,25.11.5.수,1,dja****,앞으로 위례 고기는 고가담💜 진짜 너무 맛있아서 계속 오는 중입니닼ㅋㅋㅋㅋㅋㅋㅋㅋ 고기도 구워줘요 진짜 최고 아이들도 잘 먹어요 !!!! 칼집내서 완전 부드라워요 대박나세요,690ac7b8d057403a056f0621,3oFDq,
25.9.4.목,25.9.4.목,1,moon29,"오픈 이벤트에 오고싶었는데..못와서 아쉬웠는데
15일까지 연장 이벤트 해주셔서 왔는데 역시 입소문처럼 맛있네요!! 고기가 부드러워서 교정하고 있는 저희집 두 남자분들도 아주 만족한곳입니다",68b9662cff719cc4b9879cc2,5SEXt,
25.9.12.금,25.9.12.금,1,14t****,"첫 방문인데 너무나 만족하고 갑니다. 쌈채소도 좋고 특히 고기가 너무 맛있어요 또 맛있게 구워주십니다. 치즈계란찜 서비스로 먹었는데 너무 맛있었어요 
새로운 맛집을 알게되어 너무 좋아요!!",68c3f4e9646d4dc1ae54ac91,ghYO,
25.9.3.수,25.9.3.수,1,검은콩5830,"첫방문인데  음식퀄리티며 너무좋네요!!
거기다 소주맥주1500원이라니!!! 가성비너무좋아요
야채도싱싱하고 아기계란찜도 무료입니다ㅜㅜ
앞으로자주이용할게요!!!!된찌도서비스예용",68b8133d0f4567acfaabb5e9,1YhBT,
25.9.19.금,25.9.19.금,1,bob****,"고기가 엄청 맛있고 짛이 좋아요
간이 되어있어서 양념장 안찍어도 감칠맛있고 좋아요 굿굿",68cd1b3bde57d74319c8bdaf,6V5le,
25.12.11.목,25.12.11.목,2,did****,위례에 친구들이랑 놀러왔는데 야채도 많고 고기도 맛있다 해서 먹었는데 진짜 맛있습니다 숯향도 좋고 야채랑 소스도 많아서 물리는 맛 없이 정말 잘 먹었습니다,693abd5480810886058c4dd9,bA6q3,
25.10.15.수,25.10.15.수,2,인파이터48,"남위례역 근처 고기집을 찾으신다면 추천합니다
숙성고기에 직접 구워주시기때문에 즐기기만 하면 됩니다
사장님 알바님 다 친절하세요",68ef7f4cbb92358e22b9be91,2RGXS,
25.8.31.일,25.8.31.일,1,jjae2472,"저번 방문시에늨 오겹살보단 삼겹살이 맛있었어요.
그래서 이번엔 삼겹살과 목살 시켜봤어요. 상추쌈 다양하게 많이 주어서 어르신들이 좋아할 것 같네요. 오픈 이벤트 감사해요",68b41e8d701eb065a23214a4,cqQ0E,
25.11.2.일,25.11.2.일,1,KARA91,"고기도 맛있고 구워줘서 좋아요!!
아이도 너무 맛있다고 밥을 잘 먹네요💓",6907289c2535282555c91c89,2WDs6,
25.12.11.목,25.12.11.목,1,이승진16,고기가 맛있네요 다음에 또 오고싶어요,693abe6da28b90cea51dc33d,9JQ9X,
25.10.24.금,25.10.24.금,1,hsj2150,"목살, 삼겹... 둘다 맛있어요.
특히 계란찜... 드셔 보세요~^^ 된장찌개도~~",68fb47703abc04be884d4310,2b2vR,
25.10.14.화,25.10.13.월,1,kgm****,밥도 맛있고. 된장찌개 넘맛있어요. 고기도 넘맛있고 가격도 부담안가고 정말맛집같아요,68edc3df81105f0adfdb383e,63BDU,
25.10.13.월,25.10.13.월,2,skj****,"직원분들 항상 친절하세요.
위례에서 가장 기억에 오래 남는 고깃집이 되길 바랍니다!",68ece2312b48c1523137f5f3,1biNL,
25.10.13.월,25.10.13.월,2,jjae2472,"N번째 방문입니다.
맛있고 친절해 좋아요!
다양한 이벤트로 자꾸 오게 만드시네요 ㅎㅎ",68ece1ddfdf1c400a7b6eb14,cqQ0E,
25.12.11.목,25.12.10.수,1,tjs****,친절하시고 기분이좋아요 서비스 좋고 고기 존맛탱,693abfa70d0961b1c222954e,cG9NL,
25.12.11.목,25.12.10.수,1,내친구포밍뿌l,"친구 통해서 와봤는데, 친절하시고 다 좋아요 ~
다음에 또 올게요.",693abf69d801c01f2555d53d,7tMOa,
25.11.25.화,25.11.25.화,1,7229,"위례 고기 맛집이에요!
음식도 맛있고 직원분들도 친절하셔서 기분 좋은 저녁시간이었습니다!",69259adb8696a754decf417c,410Jh,
25.10.14.화,25.10.13.월,3,foto,비 오는 날 저녁 맛있게 먹고 왔습니다,68ed9039006197b9392aba4a,2Ala,
25.11.8.토,25.11.8.토,1,멍이46,직접구워줘서 좋아요~ 고기가 두꺼워서 맛있어요,690f13a730cc370401a8bf83,2sBFm,
25.12.31.수,25.12.27.토,1,민병민72,"고기가 정말 맛있고, 직원분이 직접 끝까지 구워주셔서 편하고 좋아요! 가족 식사 장소로 추천합니다",695503e45348466a2fac3c28,3OJC0,
25.9.18.목,25.9.18.목,1,밤낮으로라면,매장이 청결하고 고기도 직접 구워주셔서 너무좋아요!! 고기도 좋은부위쓰시는거같구 사이드도 맛있는거 많습니다 ㅎㅎ자주올게요,68cbe79d61cfcfc09eb833ad,3isoH,
25.12.4.목,25.12.4.목,1,cure3026,고기가 맛있어요 추천합니다,6931625ae2776332e339da9d,1MVYJ,
25.9.12.금,25.9.12.금,1,인파이터48,"남위례역에 제대로된 고기집이 나타났습니다
메뉴 하나하나 신선하고 반찬으로 갓김치가 나옵니다
갓김치가 신선한 갓의맛이 느껴지는 상품입니다
고기도 직접 구워주시고 곁들임 훌륭합니다
삼겹이랑 오겹이랑 항정살 먹었는데 다 좋았고 다음주에는 소고기를 먹으러 와야할거 같습니다
사이드로시킨 계란찜과 김치찌게만 드셔봐도 만족하실겁니다 강추합니다",68c3fed837e7d0712a3a1462,2RGXS,
25.12.9.화,25.12.6.토,1,jin****,"고가담 고기는 정말 말이필요없을정도로 맛있습니다
고기도 집적구워주시고 어떻게 먹어야 맛있는지 다 알려주십니다
다음에 또 방문해야겠습니다
많이들 오세요!!",693801028c7c183dbc2e8709,d2Dj9,
25.11.29.토,25.11.29.토,2,근성가이,n차 방문했습니다 풍부한 퀄리티에 오늘도 감동합니다~,692ad7ea9d58069061447988,1dMoc,
25.10.17.금,25.10.17.금,1,jhy****,오겹살까지 고기 잡내 하나도 안나고 맛있어요! 미친 갓김치 때문에 라면 땡겨요,68f23135bf4e9fa97a0ef28a,diBBD,
25.11.20.목,25.11.20.목,2,thd****,두번째 방문인데 서비스도 주시고 고기도 너무 맛있었어요 !!,691ee55bd8815bd7515a961b,3kurb,
25.8.29.금,25.8.29.금,1,Whbdj,"위례에도 드디어 이런집이 드라이에이징 고기 미쳤고
반찬하나하나가 정갈 넘쳐서 좋았습니다
재재 방문예정",68b1b160b22ae3333ef7c0c8,3uEMP,
25.8.26.화,25.8.26.화,1,es322745,새로오픈한 곳이네요.지나가다 들렀는데 삼겹살 맛있어요.직접 고기를 구워주시고 직원분들이 모두  친절하시니 먹는내내 기분좋게 먹었습니다.,68ad8ca41d8842c7b6576c0a,1On3w,
25.11.3.월,25.11.3.월,1,근성가이,육질이 부드럽고 맛있네요 자주 올께요ㅎ,6908761b8e04726716c7d32b,1dMoc,
25.11.14.금,25.11.14.금,1,ldh****,아이랑 별 생각없이 왔는데 고기 맛있어서 놀랬어요 다른 재료들도 신선하고 자주 올 것 같아요,69170f0b37ccf4c736182527,1ALIH,
25.12.1.월,25.12.1.월,1,xzosvn,"위례10년 살았는데 여기 고깃집이 제일 맛있어요..😋
고기도 맛있게 구워주시고 직원분도 친절해서 고기먹으면 고가담 올 것 같아요 할인 이벤트같은 것도 많아서 좋은 거 같아요~~~!_!",692d145bebc48dc5c04177c8,buVD1,
25.11.5.수,25.11.5.수,1,sie****,고기도 넘 신선하구 다 구워주셔서 넘 맛나게 잘먹엇어요 🫢🫢,690b362b63a138dd87fccbdd,4kmyg,
25.8.22.금,25.8.22.금,1,js6733,새로오픈한 고기집인데 고기도 맛있고 쌈도 다양하고 특히 보리쌈장이 별미예요😋👍,68a85a441b9dca623fb403f0,p0QZ,
25.10.7.화,25.10.7.화,1,sha****,"최근 다녀온 고기집중에 제일 맛있게 먹었어요.
반찬,소스,야채 구성도 다양하고 맛있고 친절하세요~ 다음에 또 올게요~",68e4faf53a6c62fd81bc4d27,2czKor,
25.12.5.금,25.12.5.금,1,랩소디46,"폭풍식사하고 갑니다!
아기도 너무 잘먹어요!! 단골예약!",6932af216869725145949ed8,407QS,
25.9.10.수,25.9.10.수,1,foxxi,"이번 주에만 벌써 두 번째 방문이네요😊
동네에 만족스러운 고기집이 생겨서 좋아요!
가족단위로 오기도 좋아요
내부도 깔끔하고, 고기 맛도 물론 맛있습니다👍
특히 공깃밥이 다른 곳보다 비싸긴 해도 한 번 먹어보면 왜 비싼지 알 수 있는 맛이에요 ^^
또 올게요🙌",68c15ad638c194bdf1d65a8f,4m173,
25.10.8.수,25.10.8.수,4,백설공주184,언제와도 맛있어요~ 여전히 고기질 좋고 오늘은 조용해서 분위기도 좋아요~,68e63459eb1a394f79ef811f,JTkT,
25.11.20.목,25.11.20.목,1,옥수수181,죄송합니다 다 먹고 생각났어요 그정돕니다 대존맛이라는 뜻이죠 삼겹살 꼭드세요!!!,691ee46e793f224d841595a1,4xwt8,
25.11.20.목,25.11.20.목,1,cnl****,2번째 방문입니다 직접 구워주시고 아기랑 가면 무료로 계란찜도 제공해주셔서 너무 좋아요🤍,691eeff6d8a22849ddef357b,6brug,
25.8.22.금,25.8.22.금,1,공정한 비고츠키,"우선 감동 버튼 누르고 갑니다.
분위기, 서비스, 맛, 청결 모두 굿입니다.
테토남이 긴말 안하는데 이럴정도라면?
추전박고 갑니다",68a8461ce31c1333a6669401,5SFaX,
25.10.11.토,25.10.11.토,1,sky021012,맛도 좋고 직접 구워주셔서 더욱 좋았습니다 자주 이용할거 같아요 번창하세요~~^^,68ea423b70e3ad10f2b49e16,1rj4W,
25.11.28.금,25.11.28.금,1,yeseulnim,너무 맛잇고 푸짐해써용🩷 친절하시고 직접 구워주셔서 맛잇게 먹을수 잇오여 특별할때 단체로 가도 좋을거같아용 자주 오고싶어용☺️🥰🩷😍😍,692969609ea51ad5ccd51a50,bTXNA,
25.10.17.금,25.10.16.목,1,신신손,숙성고기의 참맛을 느끼고 사장님의 고기 구워주는 고품질의 고기맛을 느낄 수 있었던 고깃집이었습니다.,68f222fd256bd2fc4ef50dd4,6moHK,
25.10.20.월,25.10.20.월,2,달토끼6737,"오늘로 2번째방문 맛있는 저녁  배부르게 먹고갑니다

항상 번창하세요^^",68f61b626c46bbd3c15f0d13,1ZG5r,
25.11.5.수,25.11.5.수,1,코쟁이50,아직 안와 보신 분들 꼭 오셔서 드셔보세요 진짜 맛있습니다!!!👍 고기랑 김치찌개 진짜 미쳤어요,690ac708414a93cc7e2242af,4WCQP,
25.10.11.토,25.10.11.토,1,천상무한,고기 맛도 좋고 환경도 깨끗해서 자주 이용할거 같습니다 번창하세여~%^^,68ea40e7750a0d3b0a3b0c27,2B2vv,
25.9.6.토,25.9.6.토,1,qwe****,"두번째 방문인데 고기사진은 없구요~
사진찍을시간도 아까울정도로 고기 너무 맛있어요
구워주시는건 사랑♡
육회는 자극적이지 않고 너무맛있어요
고기도 맛있지만 육회도 강추입니다♡",68bc0bf561c7948a9bb3ce8e,3mtdo,
25.12.10.수,25.12.10.수,1,천재승우,"직접구워주셔서 넘 편하게....맛있
게 잘 먹었답니다^^",69393de06179ca9b956dcd84,2ErQx,
25.10.7.화,25.10.7.화,1,a2eeee,"음식도 맛있고 친절하시고 깔끔해요. 
맛, 친절, 청결 삼박자 완벽하네요. 
재방문 의사 있습니다.",68e4fac3b8001da000ba34d6,4gAV0,
25.12.11.목,25.12.11.목,1,누나84,간단하게 먹으러 왔는데 밥도 맛있고 반찬도 다양하네요 무엇보다 화장실이 너무 잘 꾸며져 있어요,693abf12afcbfce4960121a4,6fy6T,
25.12.11.목,25.12.11.목,1,양선우3,직장동료랑 같이 밥 먹으러 왔는데 직원들도 친절하고 반찬도 잘 나와 잘 먹었습니다,693abe6e2892a1ac6ab6f0d5,6zmwE,
25.10.19.일,25.10.19.일,1,djw****,고기가 진짜 맛있어요 잘 구워주셔서 편하게 먹었습니다 ^_^👍👍,68f4bef3ff32d4de556f9a11,9M3ht,
25.9.9.화,25.9.9.화,1,Msvvvvv,"오늘 신랑이랑 함께 삼겹살집에 다녀왔는데, 정말 만족스러운 시간이었어요.
고기부터 반찬까지 하나하나 정성이 느껴졌고, 특히 삼겹살은 육즙이 가득하고 잡내 없이 깔끔해서 계속 손이 갔습니다. 신선한 야채랑 곁들여 먹으니 느끼하지 않고 건강하게 즐길 수 있었어요.

무엇보다 감동했던 건 임산부도 함께 배려해주는 메뉴가 준비되어 있었다는 점이에요. 무알콜 음료가 있어서 저도 신랑이랑 같은 분위기를 즐길 수 있었고, 덕분에 더 특별한 식사가 되었습니다. 세심한 배려 덕분에 마음까지 편안해졌어요.

신랑도 맛있다고 엄지척 했고, 저 역시 임산부라 외식에 조금 민감한 편인데 이곳은 안심하고 즐길 수 있었습니다. 앞으로도 자주 오고 싶은 가게예요. 맛도 서비스도 만족스러워서 다른 분들께도 자신 있게 추천합니다! 💕",68c016ebf32b19fe76a28b9f,36RsC,
25.11.21.금,25.11.21.금,1,Navi17,믿고 가는 고가담! 반찬부터 고기까지 부족한 부분 없이 너무 맛있었습니다 :),69204e3cf8a444ae8078d255,9grs2,
25.10.19.일,25.10.19.일,1,냥꼬,"임신한 와이프가 와보고싶다고해서 방문했는데, 정말 맛있네요! 집 바로 앞에도 고깃집 많지만 앞으로 고가담으로 자주 오게 될 것 같아요. 고기도 직접 구워주셔서좋습니다^^",68f4c258682d8eba38a0c0a1,1kmW,
25.12.6.토,25.12.6.토,1,eeuya,"너무 맛있고 친절해요!
두 번째 방문인데 잘 구워주시고 고기가 너무 좋네요!!",6933f4cc4785c4e74179d28c,an2u8,
25.9.1.월,25.8.31.일,1,DESIRE98,"넘모 맛있어서 빈그릇뿐이네요 🤣
새로 오픈한 가게라 서비스도 좋고
대박 맛집 인정합니다!",68b580f485c517e3f50e6949,1iU51,
25.9.12.금,25.9.12.금,1,harulily,"지난주 2시간 웨이팅하여 방문한 고깃집보다 퀄 좋은 나만 알고싶은 동네맛집 👍 
사장님 so 친절 ㅎㅎ 친해지고 싶어요ㅎㅎ🙏
또올게요 ㅋ",68c3fe8cfa26da63ed7e1bf2,1ua1b,
